cellid,predicted_label
H9_P3_M23,0
A10_P6_M36_L001,Rejected
A10_P7_M36_L001,Rejected
A10_P8_M36_L001,0
A10_P9_M36_L001,0
A11_P7_M36_L001,Rejected
A11_P8_M36_L001,Rejected
A11_P9_M36_L001,Rejected
A12_P8_M36_L001,0
A12_P9_M36_L001,0
A2_P7_M36_L001,Rejected
A3_P6_M36_L001,Rejected
A3_P8_M36_L001,Rejected
A3_P9_M36_L001,Rejected
A4_P7_M36_L001,Rejected
A4_P8_M36_L001,Rejected
A4_P9_M36_L001,Rejected
A5_P6_M36_L001,Rejected
A5_P8_M36_L001,Rejected
A5_P9_M36_L001,Rejected
A7_P6_M36_L001,Rejected
A7_P8_M36_L001,Rejected
A7_P9_M36_L001,Rejected
A8_P7_M36_L001,0
A8_P8_M36_L001,Rejected
A8_P9_M36_L001,Rejected
A9_P6_M36_L001,Rejected
A9_P7_M36_L001,Rejected
A9_P8_M36_L001,0
A9_P9_M36_L001,0
B10_P6_M36_L001,Rejected
B10_P8_M36_L001,Rejected
B11_P7_M36_L001,0
B11_P8_M36_L001,0
B11_P9_M36_L001,Rejected
B12_P6_M36_L001,Rejected
B12_P7_M36_L001,Rejected
B1_P6_M36_L001,Rejected
B1_P7_M36_L001,0
B1_P8_M36_L001,Rejected
B2_P6_M36_L001,Rejected
B2_P7_M36_L001,Rejected
B2_P9_M36_L001,Rejected
B3_P6_M36_L001,Rejected
B3_P7_M36_L001,Rejected
B4_P7_M36_L001,Rejected
B6_P6_M36_L001,0
B6_P7_M36_L001,Rejected
B6_P8_M36_L001,0
B6_P9_M36_L001,Rejected
B7_P6_M36_L001,Rejected
B7_P8_M36_L001,Rejected
B7_P9_M36_L001,0
B8_P6_M36_L001,Rejected
B8_P7_M36_L001,Rejected
B8_P8_M36_L001,0
B9_P7_M36_L001,Rejected
B9_P8_M36_L001,Rejected
B9_P9_M36_L001,Rejected
C10_P8_M36_L001,Rejected
C10_P9_M36_L001,Rejected
C11_P6_M36_L001,Rejected
C11_P8_M36_L001,Rejected
C11_P9_M36_L001,0
C12_P6_M36_L001,Rejected
C12_P7_M36_L001,Rejected
C12_P8_M36_L001,Rejected
C1_P6_M36_L001,Rejected
C1_P7_M36_L001,Rejected
C1_P9_M36_L001,Rejected
C3_P7_M36_L001,Rejected
C3_P9_M36_L001,Rejected
C4_P7_M36_L001,Rejected
C4_P8_M36_L001,Rejected
C5_P7_M36_L001,Rejected
C5_P9_M36_L001,Rejected
C6_P6_M36_L001,Rejected
C6_P8_M36_L001,Rejected
C6_P9_M36_L001,Rejected
C7_P9_M36_L001,Rejected
C8_P6_M36_L001,Rejected
C8_P7_M36_L001,Rejected
C8_P9_M36_L001,0
C9_P6_M36_L001,Rejected
C9_P9_M36_L001,0
D10_P6_M36_L001,Rejected
D10_P7_M36_L001,Rejected
D10_P8_M36_L001,Rejected
D10_P9_M36_L001,Rejected
D11_P6_M36_L001,Rejected
D12_P6_M36_L001,Rejected
D12_P9_M36_L001,Rejected
D1_P6_M36_L001,Rejected
D1_P7_M36_L001,Rejected
D1_P8_M36_L001,Rejected
D2_P7_M36_L001,Rejected
D2_P8_M36_L001,Rejected
D2_P9_M36_L001,Rejected
D3_P6_M36_L001,0
D3_P7_M36_L001,Rejected
D3_P8_M36_L001,Rejected
D3_P9_M36_L001,0
D4_P6_M36_L001,Rejected
D5_P6_M36_L001,Rejected
D5_P7_M36_L001,0
D5_P8_M36_L001,0
D5_P9_M36_L001,Rejected
D6_P7_M36_L001,Rejected
D6_P8_M36_L001,Rejected
D6_P9_M36_L001,Rejected
D7_P6_M36_L001,0
D7_P7_M36_L001,Rejected
D9_P6_M36_L001,Rejected
D9_P7_M36_L001,Rejected
D9_P8_M36_L001,Rejected
D9_P9_M36_L001,0
E10_P6_M36_L001,Rejected
E10_P7_M36_L001,Rejected
E10_P9_M36_L001,Rejected
E11_P6_M36_L001,Rejected
E11_P8_M36_L001,Rejected
E11_P9_M36_L001,0
E1_P8_M36_L001,Rejected
E1_P9_M36_L001,Rejected
E2_P8_M36_L001,0
E3_P6_M36_L001,0
E3_P7_M36_L001,0
E3_P8_M36_L001,Rejected
E4_P6_M36_L001,Rejected
E4_P7_M36_L001,0
E4_P8_M36_L001,0
E6_P9_M36_L001,0
E7_P9_M36_L001,Rejected
E8_P6_M36_L001,Rejected
E8_P7_M36_L001,Rejected
E8_P8_M36_L001,Rejected
E8_P9_M36_L001,0
E9_P6_M36_L001,Rejected
E9_P7_M36_L001,Rejected
E9_P8_M36_L001,Rejected
E9_P9_M36_L001,Rejected
F10_P6_M36_L001,Rejected
F10_P7_M36_L001,0
F10_P8_M36_L001,Rejected
F11_P6_M36_L001,Rejected
F11_P7_M36_L001,Rejected
F12_P6_M36_L001,Rejected
F12_P7_M36_L001,0
F12_P8_M36_L001,Rejected
F12_P9_M36_L001,Rejected
F1_P7_M36_L001,Rejected
F2_P8_M36_L001,Rejected
F2_P9_M36_L001,Rejected
F3_P7_M36_L001,Rejected
F3_P9_M36_L001,Rejected
F4_P6_M36_L001,Rejected
F4_P7_M36_L001,Rejected
F5_P8_M36_L001,Rejected
F6_P6_M36_L001,Rejected
F6_P7_M36_L001,Rejected
F6_P8_M36_L001,Rejected
F6_P9_M36_L001,Rejected
F7_P7_M36_L001,Rejected
F7_P8_M36_L001,Rejected
F7_P9_M36_L001,Rejected
F8_P6_M36_L001,Rejected
F8_P7_M36_L001,Rejected
F9_P7_M36_L001,Rejected
F9_P8_M36_L001,Rejected
G10_P6_M36_L001,Rejected
G10_P9_M36_L001,Rejected
G11_P6_M36_L001,Rejected
G11_P7_M36_L001,Rejected
G11_P8_M36_L001,Rejected
G12_P8_M36_L001,Rejected
G12_P9_M36_L001,Rejected
G1_P6_M36_L001,Rejected
G1_P7_M36_L001,Rejected
G1_P8_M36_L001,Rejected
G2_P6_M36_L001,0
G2_P7_M36_L001,0
G2_P9_M36_L001,Rejected
G3_P7_M36_L001,Rejected
G3_P9_M36_L001,Rejected
G4_P6_M36_L001,Rejected
G4_P7_M36_L001,0
G5_P9_M36_L001,Rejected
G6_P7_M36_L001,Rejected
G6_P9_M36_L001,Rejected
G7_P9_M36_L001,0
G8_P6_M36_L001,Rejected
G8_P8_M36_L001,Rejected
G8_P9_M36_L001,Rejected
G9_P6_M36_L001,Rejected
G9_P7_M36_L001,Rejected
G9_P8_M36_L001,Rejected
H10_P7_M36_L001,Rejected
H10_P8_M36_L001,Rejected
H10_P9_M36_L001,Rejected
H11_P7_M36_L001,Rejected
H11_P8_M36_L001,0
H11_P9_M36_L001,Rejected
H12_P6_M36_L001,Rejected
H12_P7_M36_L001,Rejected
H12_P9_M36_L001,Rejected
H1_P7_M36_L001,0
H1_P8_M36_L001,Rejected
H2_P6_M36_L001,Rejected
H2_P9_M36_L001,0
H3_P8_M36_L001,Rejected
H4_P7_M36_L001,Rejected
H4_P9_M36_L001,Rejected
H5_P6_M36_L001,Rejected
H5_P8_M36_L001,Rejected
H6_P6_M36_L001,Rejected
H6_P9_M36_L001,Rejected
H7_P6_M36_L001,Rejected
H7_P7_M36_L001,Rejected
H7_P8_M36_L001,Rejected
H7_P9_M36_L001,Rejected
H8_P7_M36_L001,Rejected
H8_P8_M36_L001,0
H8_P9_M36_L001,Rejected
H9_P6_M36_L001,Rejected
H9_P7_M36_L001,Rejected
H9_P8_M36_L001,0
A11_P3_M42,1
A12_P2_M42,Rejected
A12_P4_M42,1
A2_P3_M42,Rejected
A3_P1_M42,Rejected
A3_P2_M42,Rejected
A4_P3_M42,Rejected
A5_P2_M42,Rejected
A8_P1_M42,Rejected
A9_P1_M42,1
A9_P4_M42,1
B10_P2_M42,Rejected
B10_P4_M42,Rejected
B11_P2_M42,1
B11_P3_M42,Rejected
B11_P4_M42,Rejected
B1_P1_M42,1
B1_P2_M42,Rejected
B1_P4_M42,Rejected
B2_P4_M42,Rejected
B4_P1_M42,Rejected
B4_P4_M42,1
B5_P1_M42,Rejected
B6_P1_M42,1
B6_P2_M42,Rejected
B8_P4_M42,Rejected
B9_P2_M42,Rejected
C11_P2_M42,Rejected
C11_P3_M42,1
C12_P2_M42,Rejected
C1_P1_M42,1
C1_P2_M42,Rejected
C3_P1_M42,Rejected
C3_P2_M42,Rejected
C4_P1_M42,Rejected
C4_P4_M42,Rejected
C6_P3_M42,Rejected
C7_P3_M42,Rejected
D10_P2_M42,1
D10_P3_M42,1
D11_P2_M42,1
D11_P3_M42,1
D1_P3_M42,Rejected
D1_P4_M42,Rejected
D3_P2_M42,Rejected
D4_P1_M42,Rejected
D4_P2_M42,Rejected
D6_P3_M42,Rejected
D7_P4_M42,1
D8_P4_M42,Rejected
D9_P3_M42,Rejected
E10_P1_M42,Rejected
E10_P2_M42,Rejected
E10_P4_M42,Rejected
E1_P1_M42,Rejected
E1_P3_M42,Rejected
E1_P4_M42,Rejected
E2_P1_M42,Rejected
E3_P2_M42,Rejected
E4_P3_M42,1
E5_P3_M42,1
E6_P1_M42,Rejected
E6_P2_M42,Rejected
E7_P1_M42,Rejected
E7_P2_M42,Rejected
E7_P3_M42,Rejected
E8_P1_M42,Rejected
F11_P2_M42,Rejected
F12_P3_M42,1
F1_P3_M42,Rejected
F1_P4_M42,Rejected
F3_P2_M42,Rejected
F5_P2_M42,Rejected
F5_P3_M42,Rejected
F6_P3_M42,1
F6_P4_M42,Rejected
F7_P4_M42,Rejected
F8_P1_M42,1
F8_P4_M42,Rejected
F9_P1_M42,Rejected
F9_P3_M42,Rejected
G10_P2_M42,Rejected
G11_P1_M42,Rejected
G12_P3_M42,1
G1_P4_M42,Rejected
G2_P2_M42,Rejected
G2_P4_M42,1
G3_P3_M42,1
G4_P4_M42,Rejected
G6_P2_M42,1
G6_P3_M42,Rejected
G7_P1_M42,Rejected
G7_P3_M42,Rejected
G8_P3_M42,Rejected
H10_P4_M42,Rejected
H11_P2_M42,Rejected
H11_P3_M42,Rejected
H12_P2_M42,Rejected
H12_P3_M42,Rejected
H2_P2_M42,Rejected
H2_P3_M42,Rejected
H3_P2_M42,Rejected
H3_P3_M42,1
H3_P4_M42,1
H5_P3_M42,1
H6_P3_M42,1
H7_P1_M42,1
H7_P2_M42,Rejected
H7_P3_M42,Rejected
A10_P3_M47,Rejected
A11_P3_M47,Rejected
A2_P1_M47,Rejected
A5_P4_M47,Rejected
B12_P4_M47,Rejected
B6_P2_M47,Rejected
B9_P3_M47,Rejected
C12_P4_M47,Rejected
C6_P1_M47,Rejected
C6_P2_M47,Rejected
C8_P1_M47,1
D3_P1_M47,Rejected
D3_P3_M47,Rejected
D4_P2_M47,Rejected
D6_P1_M47,Rejected
D8_P1_M47,1
D9_P1_M47,Rejected
D9_P3_M47,Rejected
E11_P3_M47,Rejected
E1_P3_M47,Rejected
E2_P2_M47,Rejected
E5_P2_M47,Rejected
F10_P3_M47,1
F12_P3_M47,Rejected
F2_P3_M47,Rejected
F4_P3_M47,1
F5_P2_M47,Rejected
F5_P4_M47,Rejected
F6_P4_M47,Rejected
F7_P1_M47,Rejected
F9_P1_M47,Rejected
G9_P1_M47,Rejected
H10_P1_M47,Rejected
H12_P2_M47,Rejected
H1_P2_M47,1
H2_P1_M47,Rejected
H3_P3_M47,1
H4_P1_M47,Rejected
H7_P2_M47,Rejected
H7_P3_M47,Rejected
H8_P3_M47,Rejected
A8_P5_M47_L001,Rejected
B6_P5_M47_L001,Rejected
C1_P5_M47_L001,Rejected
D10_P5_M47_L001,Rejected
E10_P5_M47_L001,Rejected
E4_P5_M47_L001,Rejected
F4_P5_M47_L001,Rejected
F9_P5_M47_L001,Rejected
G11_P5_M47_L001,Rejected
H12_P5_M47_L001,Rejected
H2_P5_M47_L001,Rejected
H3_P5_M47_L001,Rejected
H5_P5_M47_L001,Rejected
A10_P3_MMD1.84A_L001,1
A11_P2_MMD1.84A_L001,1
A2_P1_MMD1.84A_L001,1
A2_P2_MMD1.84A_L001,1
A2_P3_MMD1.84A_L001,Rejected
A2_P4_MMD1.84A_L001,Rejected
A3_P1_MMD1.84A_L001,1
A3_P2_MMD1.84A_L001,1
A3_P3_MMD1.84A_L001,1
A3_P4_MMD1.84A_L001,Rejected
A4_P1_MMD1.84A_L001,1
A4_P4_MMD1.84A_L001,1
A5_P1_MMD1.84A_L001,1
A6_P2_MMD1.84A_L001,1
A6_P4_MMD1.84A_L001,1
A7_P2_MMD1.84A_L001,1
A8_P1_MMD1.84A_L001,1
A9_P1_MMD1.84A_L001,1
B10_P2_MMD1.84A_L001,Rejected
B10_P3_MMD1.84A_L001,Rejected
B10_P4_MMD1.84A_L001,1
B11_P3_MMD1.84A_L001,1
B1_P2_MMD1.84A_L001,Rejected
B2_P2_MMD1.84A_L001,Rejected
B3_P1_MMD1.84A_L001,1
B4_P1_MMD1.84A_L001,Rejected
B5_P2_MMD1.84A_L001,1
B5_P4_MMD1.84A_L001,Rejected
B6_P4_MMD1.84A_L001,Rejected
B7_P2_MMD1.84A_L001,Rejected
B7_P3_MMD1.84A_L001,1
B7_P4_MMD1.84A_L001,1
B8_P3_MMD1.84A_L001,1
B8_P4_MMD1.84A_L001,1
C10_P1_MMD1.84A_L001,1
C10_P2_MMD1.84A_L001,1
C10_P4_MMD1.84A_L001,1
C11_P2_MMD1.84A_L001,Rejected
C11_P3_MMD1.84A_L001,Rejected
C11_P4_MMD1.84A_L001,Rejected
C12_P4_MMD1.84A_L001,1
C2_P1_MMD1.84A_L001,1
C2_P3_MMD1.84A_L001,1
C2_P4_MMD1.84A_L001,1
C3_P1_MMD1.84A_L001,Rejected
C3_P4_MMD1.84A_L001,1
C4_P1_MMD1.84A_L001,1
C5_P3_MMD1.84A_L001,1
C5_P4_MMD1.84A_L001,1
C7_P3_MMD1.84A_L001,1
C8_P1_MMD1.84A_L001,1
C8_P2_MMD1.84A_L001,Rejected
C9_P3_MMD1.84A_L001,Rejected
C9_P4_MMD1.84A_L001,1
D12_P3_MMD1.84A_L001,1
D12_P4_MMD1.84A_L001,1
D1_P2_MMD1.84A_L001,Rejected
D2_P1_MMD1.84A_L001,1
D3_P1_MMD1.84A_L001,1
D4_P1_MMD1.84A_L001,1
D4_P4_MMD1.84A_L001,1
D5_P2_MMD1.84A_L001,1
D5_P3_MMD1.84A_L001,1
D7_P1_MMD1.84A_L001,1
D7_P2_MMD1.84A_L001,1
D7_P4_MMD1.84A_L001,Rejected
D9_P1_MMD1.84A_L001,1
D9_P2_MMD1.84A_L001,1
D9_P4_MMD1.84A_L001,1
E10_P1_MMD1.84A_L001,Rejected
E10_P4_MMD1.84A_L001,1
E12_P1_MMD1.84A_L001,1
E12_P2_MMD1.84A_L001,1
E1_P2_MMD1.84A_L001,Rejected
E3_P1_MMD1.84A_L001,Rejected
E5_P2_MMD1.84A_L001,Rejected
E6_P2_MMD1.84A_L001,Rejected
E6_P4_MMD1.84A_L001,Rejected
E7_P2_MMD1.84A_L001,1
E8_P1_MMD1.84A_L001,1
E9_P2_MMD1.84A_L001,1
F10_P3_MMD1.84A_L001,1
F11_P2_MMD1.84A_L001,Rejected
F11_P3_MMD1.84A_L001,Rejected
F11_P4_MMD1.84A_L001,1
F12_P1_MMD1.84A_L001,1
F12_P4_MMD1.84A_L001,1
F1_P2_MMD1.84A_L001,Rejected
F2_P3_MMD1.84A_L001,Rejected
F3_P1_MMD1.84A_L001,Rejected
F3_P2_MMD1.84A_L001,1
F3_P4_MMD1.84A_L001,Rejected
F5_P1_MMD1.84A_L001,1
F5_P2_MMD1.84A_L001,1
F6_P1_MMD1.84A_L001,1
F6_P2_MMD1.84A_L001,1
F7_P2_MMD1.84A_L001,Rejected
F7_P4_MMD1.84A_L001,Rejected
F8_P1_MMD1.84A_L001,1
F8_P3_MMD1.84A_L001,1
F8_P4_MMD1.84A_L001,1
F9_P4_MMD1.84A_L001,1
G11_P1_MMD1.84A_L001,1
G11_P2_MMD1.84A_L001,Rejected
G11_P3_MMD1.84A_L001,Rejected
G11_P4_MMD1.84A_L001,1
G12_P1_MMD1.84A_L001,1
G12_P2_MMD1.84A_L001,1
G12_P3_MMD1.84A_L001,1
G1_P2_MMD1.84A_L001,1
G1_P3_MMD1.84A_L001,1
G1_P4_MMD1.84A_L001,Rejected
G2_P2_MMD1.84A_L001,1
G2_P3_MMD1.84A_L001,1
G4_P4_MMD1.84A_L001,1
G5_P2_MMD1.84A_L001,1
G6_P1_MMD1.84A_L001,1
G6_P3_MMD1.84A_L001,Rejected
G6_P4_MMD1.84A_L001,1
G7_P1_MMD1.84A_L001,1
G7_P4_MMD1.84A_L001,1
G8_P1_MMD1.84A_L001,Rejected
G8_P3_MMD1.84A_L001,1
G9_P1_MMD1.84A_L001,1
G9_P2_MMD1.84A_L001,1
H10_P2_MMD1.84A_L001,Rejected
H11_P1_MMD1.84A_L001,Rejected
H11_P3_MMD1.84A_L001,1
H12_P1_MMD1.84A_L001,1
H12_P2_MMD1.84A_L001,1
H1_P3_MMD1.84A_L001,1
H2_P2_MMD1.84A_L001,1
H2_P3_MMD1.84A_L001,Rejected
H2_P4_MMD1.84A_L001,1
H4_P1_MMD1.84A_L001,1
H4_P2_MMD1.84A_L001,Rejected
H4_P4_MMD1.84A_L001,1
H5_P2_MMD1.84A_L001,1
H5_P3_MMD1.84A_L001,1
H6_P1_MMD1.84A_L001,Rejected
H6_P4_MMD1.84A_L001,1
H7_P4_MMD1.84A_L001,1
H9_P1_MMD1.84A_L001,1
A10_P1_MMD1.84B_L001,Rejected
A10_P3_MMD1.84B_L001,1
A10_P4_MMD1.84B_L001,Rejected
A11_P1_MMD1.84B_L001,Rejected
A11_P2_MMD1.84B_L001,Rejected
A11_P3_MMD1.84B_L001,Rejected
A11_P4_MMD1.84B_L001,1
A12_P2_MMD1.84B_L001,1
A12_P3_MMD1.84B_L001,1
A12_P4_MMD1.84B_L001,Rejected
A1_P1_MMD1.84B_L001,Rejected
A1_P4_MMD1.84B_L001,Rejected
A2_P2_MMD1.84B_L001,Rejected
A2_P4_MMD1.84B_L001,1
A3_P2_MMD1.84B_L001,1
A3_P3_MMD1.84B_L001,Rejected
A4_P1_MMD1.84B_L001,1
A4_P2_MMD1.84B_L001,Rejected
A4_P4_MMD1.84B_L001,1
A5_P1_MMD1.84B_L001,1
A5_P3_MMD1.84B_L001,Rejected
A6_P1_MMD1.84B_L001,1
A6_P3_MMD1.84B_L001,1
A7_P1_MMD1.84B_L001,1
A7_P2_MMD1.84B_L001,Rejected
A7_P4_MMD1.84B_L001,1
A8_P1_MMD1.84B_L001,Rejected
A8_P2_MMD1.84B_L001,1
A9_P3_MMD1.84B_L001,Rejected
A9_P4_MMD1.84B_L001,1
B10_P1_MMD1.84B_L001,Rejected
B10_P2_MMD1.84B_L001,Rejected
B10_P3_MMD1.84B_L001,Rejected
B10_P4_MMD1.84B_L001,1
B11_P1_MMD1.84B_L001,Rejected
B11_P2_MMD1.84B_L001,Rejected
B11_P3_MMD1.84B_L001,1
B12_P1_MMD1.84B_L001,Rejected
B12_P3_MMD1.84B_L001,Rejected
B12_P4_MMD1.84B_L001,1
B1_P1_MMD1.84B_L001,1
B1_P2_MMD1.84B_L001,Rejected
B2_P1_MMD1.84B_L001,Rejected
B2_P2_MMD1.84B_L001,Rejected
B2_P4_MMD1.84B_L001,Rejected
B3_P2_MMD1.84B_L001,1
B3_P3_MMD1.84B_L001,1
B5_P1_MMD1.84B_L001,1
B5_P3_MMD1.84B_L001,Rejected
B5_P4_MMD1.84B_L001,Rejected
B6_P2_MMD1.84B_L001,Rejected
B7_P1_MMD1.84B_L001,1
B7_P2_MMD1.84B_L001,Rejected
B7_P4_MMD1.84B_L001,Rejected
B8_P1_MMD1.84B_L001,Rejected
B8_P3_MMD1.84B_L001,1
B8_P4_MMD1.84B_L001,Rejected
B9_P3_MMD1.84B_L001,1
C10_P4_MMD1.84B_L001,1
C11_P3_MMD1.84B_L001,Rejected
C11_P4_MMD1.84B_L001,1
C12_P2_MMD1.84B_L001,1
C1_P1_MMD1.84B_L001,1
C1_P4_MMD1.84B_L001,Rejected
C3_P1_MMD1.84B_L001,1
C3_P3_MMD1.84B_L001,1
C4_P2_MMD1.84B_L001,1
C4_P4_MMD1.84B_L001,Rejected
C5_P1_MMD1.84B_L001,Rejected
C5_P2_MMD1.84B_L001,Rejected
C5_P3_MMD1.84B_L001,1
C5_P4_MMD1.84B_L001,1
C6_P1_MMD1.84B_L001,1
C6_P2_MMD1.84B_L001,Rejected
C6_P3_MMD1.84B_L001,1
C7_P1_MMD1.84B_L001,1
C7_P2_MMD1.84B_L001,Rejected
C7_P4_MMD1.84B_L001,Rejected
C8_P3_MMD1.84B_L001,1
C8_P4_MMD1.84B_L001,Rejected
C9_P1_MMD1.84B_L001,Rejected
C9_P2_MMD1.84B_L001,1
C9_P4_MMD1.84B_L001,Rejected
D10_P1_MMD1.84B_L001,1
D10_P2_MMD1.84B_L001,Rejected
D10_P3_MMD1.84B_L001,1
D11_P1_MMD1.84B_L001,1
D11_P2_MMD1.84B_L001,Rejected
D11_P3_MMD1.84B_L001,1
D11_P4_MMD1.84B_L001,Rejected
D12_P1_MMD1.84B_L001,Rejected
D12_P3_MMD1.84B_L001,1
D12_P4_MMD1.84B_L001,Rejected
D1_P1_MMD1.84B_L001,1
D1_P2_MMD1.84B_L001,Rejected
D1_P3_MMD1.84B_L001,Rejected
D1_P4_MMD1.84B_L001,Rejected
D2_P3_MMD1.84B_L001,Rejected
D3_P1_MMD1.84B_L001,1
D4_P2_MMD1.84B_L001,1
D4_P3_MMD1.84B_L001,Rejected
D4_P4_MMD1.84B_L001,Rejected
D5_P2_MMD1.84B_L001,1
D5_P3_MMD1.84B_L001,Rejected
D5_P4_MMD1.84B_L001,Rejected
D6_P1_MMD1.84B_L001,1
D6_P4_MMD1.84B_L001,1
D7_P1_MMD1.84B_L001,Rejected
D7_P2_MMD1.84B_L001,Rejected
D7_P4_MMD1.84B_L001,Rejected
D8_P1_MMD1.84B_L001,Rejected
D8_P2_MMD1.84B_L001,1
D8_P3_MMD1.84B_L001,Rejected
D8_P4_MMD1.84B_L001,1
D9_P1_MMD1.84B_L001,1
D9_P3_MMD1.84B_L001,Rejected
E10_P1_MMD1.84B_L001,1
E10_P3_MMD1.84B_L001,1
E10_P4_MMD1.84B_L001,Rejected
E11_P1_MMD1.84B_L001,1
E11_P2_MMD1.84B_L001,1
E11_P3_MMD1.84B_L001,1
E11_P4_MMD1.84B_L001,Rejected
E12_P1_MMD1.84B_L001,Rejected
E12_P2_MMD1.84B_L001,Rejected
E12_P3_MMD1.84B_L001,1
E12_P4_MMD1.84B_L001,Rejected
E1_P1_MMD1.84B_L001,Rejected
E1_P2_MMD1.84B_L001,1
E2_P3_MMD1.84B_L001,Rejected
E3_P3_MMD1.84B_L001,Rejected
E3_P4_MMD1.84B_L001,1
E4_P1_MMD1.84B_L001,1
E4_P2_MMD1.84B_L001,Rejected
E4_P3_MMD1.84B_L001,1
E4_P4_MMD1.84B_L001,1
E5_P2_MMD1.84B_L001,Rejected
E5_P3_MMD1.84B_L001,Rejected
E5_P4_MMD1.84B_L001,Rejected
E6_P1_MMD1.84B_L001,1
E6_P3_MMD1.84B_L001,Rejected
E6_P4_MMD1.84B_L001,Rejected
E7_P1_MMD1.84B_L001,1
E7_P2_MMD1.84B_L001,Rejected
E7_P3_MMD1.84B_L001,Rejected
E7_P4_MMD1.84B_L001,Rejected
E8_P1_MMD1.84B_L001,Rejected
E8_P2_MMD1.84B_L001,Rejected
E8_P3_MMD1.84B_L001,Rejected
E9_P1_MMD1.84B_L001,Rejected
E9_P2_MMD1.84B_L001,Rejected
E9_P4_MMD1.84B_L001,Rejected
F10_P1_MMD1.84B_L001,1
F10_P3_MMD1.84B_L001,Rejected
F10_P4_MMD1.84B_L001,1
F12_P1_MMD1.84B_L001,1
F12_P3_MMD1.84B_L001,Rejected
F12_P4_MMD1.84B_L001,1
F1_P1_MMD1.84B_L001,Rejected
F1_P2_MMD1.84B_L001,1
F2_P3_MMD1.84B_L001,Rejected
F3_P1_MMD1.84B_L001,Rejected
F3_P2_MMD1.84B_L001,Rejected
F3_P3_MMD1.84B_L001,Rejected
F4_P2_MMD1.84B_L001,1
F4_P3_MMD1.84B_L001,Rejected
F5_P2_MMD1.84B_L001,Rejected
F5_P3_MMD1.84B_L001,Rejected
F5_P4_MMD1.84B_L001,Rejected
F7_P1_MMD1.84B_L001,Rejected
F7_P2_MMD1.84B_L001,Rejected
F7_P4_MMD1.84B_L001,Rejected
F8_P1_MMD1.84B_L001,Rejected
F8_P3_MMD1.84B_L001,Rejected
F8_P4_MMD1.84B_L001,1
F9_P1_MMD1.84B_L001,Rejected
F9_P3_MMD1.84B_L001,1
G10_P2_MMD1.84B_L001,Rejected
G10_P4_MMD1.84B_L001,1
G11_P1_MMD1.84B_L001,1
G11_P3_MMD1.84B_L001,Rejected
G12_P1_MMD1.84B_L001,1
G12_P3_MMD1.84B_L001,Rejected
G12_P4_MMD1.84B_L001,Rejected
G1_P1_MMD1.84B_L001,1
G1_P2_MMD1.84B_L001,1
G2_P1_MMD1.84B_L001,1
G2_P2_MMD1.84B_L001,1
G2_P3_MMD1.84B_L001,1
G2_P4_MMD1.84B_L001,1
G3_P2_MMD1.84B_L001,Rejected
G3_P3_MMD1.84B_L001,1
G3_P4_MMD1.84B_L001,1
G4_P3_MMD1.84B_L001,Rejected
G5_P1_MMD1.84B_L001,Rejected
G5_P2_MMD1.84B_L001,Rejected
G5_P3_MMD1.84B_L001,Rejected
G5_P4_MMD1.84B_L001,1
G6_P2_MMD1.84B_L001,1
G6_P3_MMD1.84B_L001,1
G6_P4_MMD1.84B_L001,Rejected
G7_P2_MMD1.84B_L001,Rejected
G7_P3_MMD1.84B_L001,Rejected
G7_P4_MMD1.84B_L001,Rejected
G8_P3_MMD1.84B_L001,1
G8_P4_MMD1.84B_L001,Rejected
G9_P2_MMD1.84B_L001,1
G9_P3_MMD1.84B_L001,Rejected
G9_P4_MMD1.84B_L001,1
H10_P1_MMD1.84B_L001,1
H10_P2_MMD1.84B_L001,Rejected
H10_P4_MMD1.84B_L001,1
H11_P1_MMD1.84B_L001,1
H11_P2_MMD1.84B_L001,Rejected
H11_P3_MMD1.84B_L001,Rejected
H11_P4_MMD1.84B_L001,1
H12_P1_MMD1.84B_L001,Rejected
H12_P2_MMD1.84B_L001,Rejected
H12_P3_MMD1.84B_L001,1
H12_P4_MMD1.84B_L001,1
H1_P1_MMD1.84B_L001,1
H1_P3_MMD1.84B_L001,Rejected
H2_P2_MMD1.84B_L001,1
H2_P4_MMD1.84B_L001,Rejected
H3_P1_MMD1.84B_L001,1
H3_P2_MMD1.84B_L001,Rejected
H3_P3_MMD1.84B_L001,Rejected
H4_P2_MMD1.84B_L001,1
H4_P3_MMD1.84B_L001,1
H5_P2_MMD1.84B_L001,1
H5_P3_MMD1.84B_L001,Rejected
H6_P1_MMD1.84B_L001,1
H6_P2_MMD1.84B_L001,Rejected
H7_P1_MMD1.84B_L001,Rejected
H7_P2_MMD1.84B_L001,Rejected
H7_P4_MMD1.84B_L001,Rejected
H8_P2_MMD1.84B_L001,1
H8_P3_MMD1.84B_L001,Rejected
H8_P4_MMD1.84B_L001,1
H9_P1_MMD1.84B_L001,Rejected
H9_P2_MMD1.84B_L001,Rejected
H9_P3_MMD1.84B_L001,Rejected
H9_P4_MMD1.84B_L001,Rejected
A10_P1_M8_L001,0
A12_P1_M8_L001,0
A5_P2_M8_L001,0
A6_P1_M8_L001,0
A6_P4_M8_L001,0
A8_P2_M8_L001,0
A8_P4_M8_L001,Rejected
B10_P2_M8_L001,0
B1_P3_M8_L001,0
B2_P4_M8_L001,0
B5_P1_M8_L001,0
C1_P3_M8_L001,Rejected
