1.000000000000000000e+00,1.000000000000000000e+00,2.211445569992065430e-02
1.000000000000000000e+00,0.000000000000000000e+00,-9.993253350257873535e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.823921918869018555e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.796516895294189453e-01
1.000000000000000000e+00,0.000000000000000000e+00,-8.327071070671081543e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.345971822738647461e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.602797389030456543e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.999965429306030273e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.994565844535827637e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.633250236511230469e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.707196474075317383e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.499193429946899414e-01
1.000000000000000000e+00,1.000000000000000000e+00,-8.539589643478393555e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.233401179313659668e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.997009634971618652e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.578405618667602539e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.941736459732055664e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.850423932075500488e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.141929626464843750e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.284659624099731445e-01
1.000000000000000000e+00,0.000000000000000000e+00,-8.935198187828063965e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.626043558120727539e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.427738189697265625e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.999821782112121582e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.918334484100341797e-01
1.000000000000000000e+00,1.000000000000000000e+00,-8.840237259864807129e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.357038736343383789e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.916552305221557617e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.042307734489440918e-01
1.000000000000000000e+00,0.000000000000000000e+00,-8.355602025985717773e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.927778244018554688e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.920684576034545898e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.896090030670166016e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.129895925521850586e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.999713897705078125e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.174837827682495117e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.876090288162231445e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.746050119400024414e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.835752248764038086e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.690424680709838867e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.890226125717163086e-01
1.000000000000000000e+00,0.000000000000000000e+00,-8.884612917900085449e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.910820126533508301e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.974343895912170410e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.099229574203491211e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.999461770057678223e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.643169045448303223e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.760643243789672852e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.900435328483581543e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.655500650405883789e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.093199968338012695e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.761770546436309814e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.998292922973632812e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.695987701416015625e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.627615332603454590e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.995395541191101074e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.890483021736145020e-01
1.000000000000000000e+00,0.000000000000000000e+00,-7.975257635116577148e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.351998567581176758e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.999960660934448242e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.994823336601257324e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.997361898422241211e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.262188196182250977e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.971910715103149414e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.376903176307678223e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.664709806442260742e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.999994039535522461e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.871150851249694824e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.655570387840270996e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.665972590446472168e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.841922521591186523e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.917794466018676758e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.973083853721618652e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.023537039756774902e-01
1.000000000000000000e+00,0.000000000000000000e+00,-8.919076919555664062e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.899103164672851562e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.954284429550170898e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.999995231628417969e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.571409940719604492e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.905019402503967285e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.715569496154785156e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.877166152000427246e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.482932329177856445e-01
1.000000000000000000e+00,0.000000000000000000e+00,-9.779989719390869141e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.825882315635681152e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.652578592300415039e-01
1.000000000000000000e+00,1.000000000000000000e+00,-9.547161459922790527e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.182914614677429199e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.999302625656127930e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.923119544982910156e-01
